"","college","income","overage","leftover","house","handset_price","over_15mins_calls_per_month","average_call_duration","reported_satisfaction","reported_usage_level","considering_change_of_plan","leave"
"10091","zero",21894,239,15,156142,153,28,6,"unsat","little","considering","LEAVE"
"10097","one",61932,0,57,930818,391,0,1,"very_unsat","avg","actively_looking_into_it","STAY"
"10103","one",34432,0,32,508754,242,0,2,"unsat","very_high","considering","LEAVE"
"10109","one",124222,78,22,430085,632,3,4,"unsat","avg","actively_looking_into_it","LEAVE"
"10113","zero",105424,196,0,286204,776,15,12,"very_unsat","very_little","considering","LEAVE"
"10118","one",111950,48,20,637547,667,3,6,"very_sat","very_high","actively_looking_into_it","STAY"
"10119","one",74098,34,8,445875,835,4,5,"sat","avg","considering","STAY"
"10123","zero",57559,66,0,444604,348,23,12,"avg","little","never_thought","STAY"
"10124","zero",35367,0,38,539437,488,0,1,"avg","very_little","never_thought","LEAVE"
"10127","zero",38914,0,21,912484,714,0,5,"very_unsat","very_high","no","STAY"
"10132","one",128040,0,19,269435,493,0,5,"unsat","little","considering","STAY"
"10140","zero",78422,0,60,719220,342,4,1,"very_sat","very_little","actively_looking_into_it","STAY"
"10145","one",44764,0,72,954457,170,1,2,"avg","very_high","considering","STAY"
"10149","one",63931,0,46,748597,300,0,2,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"10152","zero",79157,58,6,468330,395,5,2,"very_unsat","very_high","actively_looking_into_it","STAY"
"10164","one",53091,190,32,322182,320,10,10,"very_unsat","little","actively_looking_into_it","STAY"
"10165","one",21271,209,0,384138,154,17,10,"sat","very_little","perhaps","STAY"
"10180","one",92296,0,54,735011,364,11,1,"unsat","very_little","never_thought","LEAVE"
"10182","zero",90327,0,55,228635,284,0,2,"very_sat","very_high","considering","STAY"
"10191","one",39568,273,53,248050,240,18,1,"avg","high","never_thought","STAY"
"10192","one",48980,55,20,415525,171,5,4,"unsat","little","actively_looking_into_it","LEAVE"
"10194","zero",28946,218,0,648293,220,28,14,"very_sat","high","considering","LEAVE"
"10197","zero",123491,225,0,577018,610,14,10,"very_unsat","little","perhaps","LEAVE"
"10199","zero",60769,163,19,424296,284,16,5,"very_unsat","little","never_thought","LEAVE"
"10200","zero",80504,0,46,173814,255,1,2,"very_unsat","little","actively_looking_into_it","LEAVE"
"10206","one",81553,79,0,555290,255,15,14,"very_unsat","little","never_thought","LEAVE"
"10212","zero",49090,42,29,861402,248,3,1,"very_unsat","very_high","no","STAY"
"10214","one",150377,80,48,201294,550,3,2,"very_sat","very_high","no","LEAVE"
"10217","one",86821,193,12,363783,185,23,4,"unsat","little","no","LEAVE"
"10221","one",92843,205,0,296305,260,15,9,"very_unsat","little","considering","LEAVE"
"10234","zero",96340,0,82,598184,299,1,4,"very_sat","little","considering","STAY"
"10241","one",57181,0,12,978377,266,1,5,"very_sat","very_high","no","LEAVE"
"10242","one",36084,73,9,887857,131,3,5,"unsat","high","considering","STAY"
"10243","one",157626,59,0,246516,853,4,13,"unsat","high","actively_looking_into_it","LEAVE"
"10244","one",76842,212,11,502395,352,18,6,"very_sat","very_little","actively_looking_into_it","STAY"
"10248","one",145837,211,55,285061,593,28,1,"avg","little","considering","LEAVE"
"10257","one",93194,239,10,297415,332,22,5,"very_unsat","very_little","considering","LEAVE"
"10264","zero",132377,0,62,238269,816,1,2,"unsat","little","considering","STAY"
"10267","one",130446,0,7,154405,847,0,4,"very_sat","high","considering","STAY"
"10274","zero",22492,225,0,907142,496,23,10,"avg","very_high","never_thought","STAY"
"10282","one",21700,189,21,387308,140,13,5,"very_sat","little","actively_looking_into_it","LEAVE"
"10284","one",119384,187,33,912099,566,26,2,"very_unsat","little","considering","STAY"
"10286","zero",74596,0,44,634436,302,1,2,"very_unsat","very_little","considering","STAY"
"10297","one",125665,78,0,209797,805,5,14,"very_unsat","little","never_thought","LEAVE"
"10304","one",42922,53,0,709313,157,4,15,"very_unsat","very_high","considering","STAY"
"10306","one",83047,186,17,569722,342,25,4,"unsat","high","never_thought","LEAVE"
"10313","zero",139595,80,0,442444,827,3,15,"very_sat","very_high","actively_looking_into_it","STAY"
"10315","one",157438,93,17,420037,857,5,5,"very_sat","very_high","no","LEAVE"
"10323","one",78914,0,0,943137,388,0,8,"sat","little","no","STAY"
"10325","zero",143452,0,73,842240,457,0,2,"very_sat","little","no","LEAVE"
"10326","one",36000,81,0,823715,132,25,14,"unsat","high","considering","STAY"
"10335","one",35371,0,0,150462,139,0,10,"very_unsat","high","no","STAY"
"10337","zero",113815,0,0,486573,659,1,10,"very_unsat","very_high","considering","STAY"
"10338","zero",123515,0,0,954895,599,0,12,"sat","very_little","actively_looking_into_it","LEAVE"
"10343","zero",54172,0,80,557421,392,0,2,"very_unsat","very_high","considering","LEAVE"
"10345","one",57505,0,43,513046,315,1,1,"very_sat","little","no","LEAVE"
"10347","zero",33437,0,83,408832,130,1,12,"sat","little","considering","STAY"
"10348","one",33704,65,22,681507,222,4,5,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"10350","one",143055,207,11,862826,520,12,4,"very_sat","very_high","never_thought","LEAVE"
"10352","zero",70679,38,18,344079,391,3,4,"very_sat","very_little","considering","STAY"
"10361","zero",129122,59,12,231039,723,5,2,"very_unsat","very_little","actively_looking_into_it","STAY"
"10372","zero",80046,35,18,832790,373,4,5,"unsat","little","never_thought","STAY"
"10384","one",116322,52,67,581380,681,3,2,"unsat","little","actively_looking_into_it","LEAVE"
"10391","zero",20200,65,21,221204,182,3,8,"very_unsat","high","considering","LEAVE"
"10398","one",73174,0,54,378938,270,1,1,"very_sat","very_high","considering","LEAVE"
"10405","one",20973,0,15,247446,198,0,4,"very_sat","little","actively_looking_into_it","STAY"
"10406","zero",157807,0,15,764271,783,3,5,"very_unsat","little","actively_looking_into_it","STAY"
"10410","one",104789,84,22,814875,898,4,4,"very_unsat","very_little","considering","LEAVE"
"10419","one",110092,0,21,490072,623,0,5,"unsat","very_high","considering","LEAVE"
"10420","zero",68618,69,0,953927,299,3,10,"very_unsat","high","considering","LEAVE"
"10436","one",20452,59,20,900656,234,5,2,"very_unsat","little","no","LEAVE"
"10439","zero",37134,52,26,153571,168,5,2,"very_sat","little","no","LEAVE"
"10441","zero",30591,60,12,914053,187,13,4,"very_unsat","high","never_thought","STAY"
"10444","zero",41050,0,0,956627,398,0,15,"unsat","very_high","considering","LEAVE"
"10449","one",42623,251,0,273752,184,16,14,"very_unsat","little","considering","LEAVE"
"10464","one",27869,204,0,969004,130,16,14,"unsat","very_little","no","STAY"
"10466","zero",131085,145,0,627963,790,15,9,"very_sat","little","considering","LEAVE"
"10471","one",36483,213,0,607610,202,28,9,"very_unsat","little","considering","STAY"
"10473","one",75227,162,85,940182,397,24,1,"very_unsat","little","considering","STAY"
"10477","one",70807,56,44,838186,325,4,1,"unsat","very_little","no","STAY"
"10481","one",130895,0,9,273097,557,1,12,"unsat","very_high","actively_looking_into_it","STAY"
"10491","one",46744,42,88,624595,240,3,2,"very_unsat","very_high","considering","STAY"
"10492","zero",134820,47,12,835961,880,4,5,"very_unsat","little","actively_looking_into_it","STAY"
"10496","one",89945,0,17,400205,388,0,6,"avg","little","no","LEAVE"
"10503","zero",69365,69,47,803097,361,5,1,"very_sat","little","no","LEAVE"
"10504","zero",46444,246,8,210946,147,23,6,"unsat","very_high","considering","LEAVE"
"10505","one",78851,0,0,230909,254,0,2,"very_unsat","high","never_thought","STAY"
"10508","zero",72916,0,13,885028,322,0,4,"avg","little","perhaps","STAY"
"10515","one",97864,51,56,169916,369,1,2,"very_unsat","very_high","no","LEAVE"
"10522","zero",118355,80,0,849710,401,3,11,"very_sat","very_high","no","LEAVE"
"10524","zero",84442,198,69,895216,347,11,1,"very_sat","very_high","considering","STAY"
"10526","zero",112907,49,6,841878,572,3,6,"very_unsat","little","never_thought","STAY"
"10528","one",113576,156,0,862641,783,14,8,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"10532","zero",25854,79,0,186844,172,4,12,"very_sat","little","no","STAY"
"10535","zero",94372,50,17,280637,294,3,5,"unsat","high","actively_looking_into_it","STAY"
"10539","zero",94458,0,16,223897,322,3,6,"unsat","very_little","no","STAY"
"10545","zero",152117,215,88,358460,452,15,2,"unsat","very_high","actively_looking_into_it","LEAVE"
"10546","one",42640,161,47,569674,246,17,2,"unsat","little","considering","LEAVE"
"10547","one",95511,51,0,836285,341,4,11,"unsat","very_high","no","STAY"
"10549","one",62678,0,11,422047,297,1,8,"unsat","little","no","STAY"
"10550","zero",46335,0,75,336199,140,1,2,"very_sat","high","considering","LEAVE"
"10551","one",43794,0,47,167475,186,1,2,"very_sat","little","never_thought","STAY"
"10556","zero",126131,166,56,900037,768,23,1,"unsat","little","no","LEAVE"
"10560","zero",32077,228,7,266240,140,23,4,"very_unsat","little","no","STAY"
"10561","one",133102,67,16,398473,736,5,6,"very_unsat","very_little","considering","STAY"
"10562","zero",125882,0,14,781296,617,0,5,"very_sat","very_high","actively_looking_into_it","STAY"
"10572","one",88692,43,0,317146,274,4,14,"unsat","little","considering","STAY"
"10573","zero",33576,209,32,226304,145,16,2,"very_unsat","very_high","no","LEAVE"
"10577","one",37121,54,0,196389,169,11,12,"very_sat","little","perhaps","LEAVE"
"10584","zero",50554,74,18,837079,344,3,5,"very_unsat","high","considering","STAY"
"10585","zero",26167,0,19,207515,150,0,4,"very_sat","very_little","considering","STAY"
"10599","one",88566,264,13,221029,257,15,4,"very_unsat","very_little","no","LEAVE"
"10600","one",89523,0,11,377356,380,1,4,"very_unsat","very_little","considering","STAY"
"10606","zero",55865,0,7,356901,392,1,5,"very_sat","little","considering","STAY"
"10608","zero",54703,48,49,637381,299,3,5,"very_unsat","avg","actively_looking_into_it","STAY"
"10614","zero",39689,0,0,600753,466,1,14,"very_unsat","very_little","no","STAY"
"10615","one",92408,0,68,491125,286,1,4,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"10618","one",91218,47,53,767857,634,4,1,"very_sat","little","actively_looking_into_it","STAY"
"10620","zero",32601,74,20,293570,214,3,6,"avg","very_high","considering","STAY"
"10625","one",115224,0,21,296835,410,1,5,"avg","very_high","never_thought","STAY"
"10626","one",112246,238,35,234081,830,28,1,"unsat","little","no","LEAVE"
"10628","zero",32184,55,0,210941,211,5,9,"very_sat","very_little","considering","LEAVE"
"10634","one",136634,0,0,861557,464,1,10,"very_sat","very_high","no","STAY"
"10636","zero",94761,214,66,859137,316,24,13,"unsat","high","perhaps","STAY"
"10638","zero",23292,202,22,651379,227,15,6,"unsat","little","no","STAY"
"10640","one",37015,0,11,680383,239,1,6,"unsat","very_little","considering","STAY"
"10642","one",23020,237,0,306503,210,19,5,"very_sat","avg","actively_looking_into_it","STAY"
"10650","one",25625,60,0,293295,228,4,10,"very_sat","little","no","LEAVE"
"10658","zero",28131,0,0,539487,189,1,10,"unsat","very_little","no","LEAVE"
"10662","zero",42127,0,0,577647,228,1,14,"very_sat","very_high","considering","LEAVE"
"10663","zero",145809,190,17,339518,876,28,4,"very_unsat","very_little","no","LEAVE"
"10666","zero",134205,192,46,566151,743,21,2,"very_unsat","very_little","considering","LEAVE"
"10667","zero",33438,0,0,216079,201,0,11,"very_unsat","little","considering","LEAVE"
"10681","one",97369,48,0,426512,322,4,1,"unsat","little","no","LEAVE"
"10686","one",36033,189,79,261421,705,21,2,"unsat","very_high","never_thought","LEAVE"
"10687","one",38171,191,5,299358,156,13,2,"unsat","very_high","never_thought","LEAVE"
"10689","one",90526,0,15,151422,352,0,4,"very_unsat","little","considering","STAY"
"10695","one",37268,222,47,192142,137,20,2,"avg","very_high","actively_looking_into_it","STAY"
"10696","one",31316,51,42,673115,136,4,2,"very_unsat","high","considering","STAY"
"10698","zero",80452,0,13,652616,762,0,6,"very_sat","very_high","actively_looking_into_it","STAY"
"10706","one",60488,61,0,309983,297,3,10,"unsat","little","never_thought","STAY"
"10708","one",21821,54,58,509351,161,5,1,"very_unsat","very_high","no","STAY"
"10713","zero",133166,0,0,315774,669,0,14,"very_unsat","very_high","never_thought","LEAVE"
"10720","zero",34175,52,7,429282,203,1,6,"avg","little","considering","LEAVE"
"10728","one",27770,0,86,568357,181,0,2,"sat","little","perhaps","LEAVE"
"10730","one",64202,157,0,451233,345,27,15,"unsat","very_little","considering","LEAVE"
"10732","zero",25196,0,14,694346,171,1,5,"very_unsat","very_high","never_thought","STAY"
"10736","zero",78870,237,63,456957,361,28,1,"avg","little","actively_looking_into_it","LEAVE"
"10738","zero",34613,198,37,536904,177,22,1,"very_sat","very_little","actively_looking_into_it","LEAVE"
"10749","one",91494,0,73,273168,331,1,1,"very_unsat","little","considering","LEAVE"
"10756","zero",21083,0,72,473181,231,1,1,"very_unsat","very_little","actively_looking_into_it","STAY"
"10758","one",60530,210,0,891415,291,29,10,"very_unsat","very_little","considering","STAY"
"10770","one",36019,0,23,432368,238,1,5,"very_unsat","very_high","no","LEAVE"
"10775","zero",25431,68,49,211148,174,3,1,"very_unsat","very_high","considering","LEAVE"
"10783","one",145565,0,0,271255,495,1,15,"unsat","very_high","considering","LEAVE"
"10788","one",88259,0,0,267066,305,0,12,"very_unsat","avg","no","LEAVE"
"10789","one",154761,46,74,176225,691,1,4,"very_sat","very_little","actively_looking_into_it","LEAVE"
"10796","zero",38778,0,8,503508,155,1,4,"very_sat","very_little","actively_looking_into_it","STAY"
"10797","zero",58385,254,8,289729,261,16,6,"very_sat","little","considering","LEAVE"
"10801","one",27822,145,28,697795,327,1,2,"very_sat","little","considering","STAY"
"10802","one",46595,196,0,435690,185,24,8,"very_unsat","little","perhaps","LEAVE"
"10803","one",125508,179,35,229942,681,24,2,"avg","very_little","considering","LEAVE"
"10810","one",151807,185,0,872549,604,22,14,"very_unsat","little","actively_looking_into_it","LEAVE"
"10812","one",156622,192,0,214692,175,0,9,"very_unsat","very_high","considering","STAY"
"10813","one",130355,62,81,279751,426,29,2,"very_unsat","very_little","no","LEAVE"
"10829","zero",101719,0,15,738593,737,1,6,"very_unsat","very_little","perhaps","STAY"
"10832","one",109284,72,0,674032,825,5,9,"very_unsat","little","considering","LEAVE"
"10834","zero",112570,0,0,479869,849,4,9,"unsat","little","actively_looking_into_it","LEAVE"
"10838","zero",136003,0,33,189319,662,0,2,"very_sat","very_high","actively_looking_into_it","STAY"
"10839","zero",62761,198,13,275194,385,25,6,"very_unsat","little","no","STAY"
"10843","one",34174,68,0,952235,130,3,15,"very_unsat","little","perhaps","STAY"
"10848","zero",76937,222,0,229019,333,26,14,"very_unsat","very_high","no","LEAVE"
"10849","zero",150789,174,82,928128,512,24,1,"very_sat","avg","perhaps","LEAVE"
"10853","one",26452,0,85,291436,271,1,1,"avg","little","actively_looking_into_it","STAY"
"10854","one",42815,45,5,633964,180,4,4,"very_sat","little","considering","STAY"
"10858","one",157456,175,84,233748,778,1,8,"very_sat","little","actively_looking_into_it","LEAVE"
"10859","zero",153587,50,34,339238,404,5,1,"very_sat","little","actively_looking_into_it","LEAVE"
"10861","zero",44595,248,5,239054,190,11,6,"unsat","very_high","no","LEAVE"
"10867","zero",30233,220,0,260147,148,16,9,"very_unsat","very_little","considering","LEAVE"
"10871","zero",26373,237,0,601999,218,12,15,"very_sat","very_little","considering","STAY"
"10873","one",48740,206,0,963827,195,10,12,"avg","very_high","actively_looking_into_it","STAY"
"10876","one",99936,180,15,478123,274,15,6,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"10878","one",122134,55,0,276212,772,5,11,"unsat","very_high","actively_looking_into_it","STAY"
"10883","one",119641,0,5,253345,833,0,4,"very_unsat","little","considering","LEAVE"
"10911","zero",150823,0,14,264048,779,0,4,"very_sat","little","considering","STAY"
"10914","zero",144283,218,6,845600,723,19,4,"very_unsat","very_little","perhaps","LEAVE"
"10920","one",148119,156,0,506996,678,18,8,"sat","high","actively_looking_into_it","LEAVE"
"10925","one",47443,62,38,723488,189,3,2,"very_sat","very_little","actively_looking_into_it","LEAVE"
"10926","one",145162,63,79,202364,894,5,1,"very_unsat","very_high","never_thought","STAY"
"10930","one",37074,225,38,349523,199,15,1,"very_sat","very_high","considering","LEAVE"
"10935","zero",62660,200,20,416512,355,18,5,"very_unsat","little","never_thought","LEAVE"
"10936","one",153488,187,18,274840,415,16,5,"unsat","high","no","LEAVE"
"10938","one",53573,64,0,405716,261,5,9,"very_unsat","little","no","STAY"
"10950","zero",90787,0,46,459066,312,0,2,"very_unsat","little","considering","STAY"
"10962","one",123437,0,7,275633,785,19,6,"very_unsat","very_high","considering","STAY"
"10964","zero",80613,0,19,693226,290,1,4,"very_sat","very_little","considering","STAY"
"10969","zero",40950,0,7,660491,201,0,5,"very_sat","very_high","perhaps","LEAVE"
"10970","one",47202,187,82,274859,304,10,2,"unsat","little","actively_looking_into_it","LEAVE"
"10986","one",116144,169,0,217500,755,24,10,"very_sat","little","actively_looking_into_it","LEAVE"
"10987","zero",96374,59,78,298454,481,3,1,"very_sat","little","actively_looking_into_it","LEAVE"
"10993","one",30940,203,62,184779,185,22,1,"very_unsat","high","no","LEAVE"
"11000","zero",30593,198,0,549160,205,15,13,"very_sat","very_high","never_thought","LEAVE"
"11001","one",22116,0,85,659804,141,0,2,"very_sat","little","never_thought","STAY"
"11004","zero",20543,58,0,501683,140,5,15,"very_unsat","very_high","considering","LEAVE"
"11005","zero",32135,65,53,546496,224,5,1,"sat","very_little","no","STAY"
"11006","one",123599,42,0,970641,468,3,8,"very_sat","very_high","considering","STAY"
"11008","zero",142631,46,9,507049,721,5,4,"very_sat","very_little","no","LEAVE"
"11017","one",85694,166,34,548648,280,18,2,"very_unsat","avg","actively_looking_into_it","LEAVE"
"11025","one",27896,69,0,732007,242,3,14,"unsat","little","never_thought","LEAVE"
"11027","zero",29792,46,79,704703,158,3,4,"unsat","avg","considering","STAY"
"11029","zero",35505,116,0,163981,248,10,8,"sat","very_high","actively_looking_into_it","LEAVE"
"11031","one",145464,200,0,396080,732,28,10,"very_unsat","very_little","actively_looking_into_it","STAY"
"11032","zero",70889,179,80,619384,321,14,1,"very_unsat","avg","no","STAY"
"11033","one",114044,37,47,171540,811,1,1,"very_unsat","very_little","never_thought","LEAVE"
"11038","zero",60641,33,0,987364,397,3,12,"very_sat","little","never_thought","STAY"
"11041","one",71447,0,0,473916,263,1,10,"very_unsat","high","actively_looking_into_it","STAY"
"11042","one",143195,62,0,174063,660,5,10,"very_unsat","very_little","no","STAY"
"11052","zero",28162,0,84,442374,154,1,1,"very_unsat","very_little","considering","STAY"
"11063","one",60695,201,0,507200,383,15,15,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"11065","one",105714,206,0,219328,582,15,12,"very_sat","little","actively_looking_into_it","LEAVE"
"11066","one",45031,180,38,469551,163,14,2,"very_unsat","very_high","no","LEAVE"
"11067","zero",64270,237,17,552326,273,10,6,"very_unsat","little","no","LEAVE"
"11070","zero",86409,158,18,166163,380,10,5,"unsat","avg","no","STAY"
"11076","one",73415,0,38,242632,250,1,10,"avg","little","never_thought","LEAVE"
"11080","one",52232,138,0,209527,362,24,14,"very_sat","little","no","LEAVE"
"11083","zero",132865,0,5,813681,553,1,4,"very_sat","high","never_thought","STAY"
"11084","zero",36693,191,0,831023,134,5,14,"very_unsat","very_high","considering","STAY"
"11091","one",96253,0,21,180625,326,1,5,"very_sat","very_high","considering","STAY"
"11094","zero",149032,220,0,170436,784,16,12,"unsat","very_high","never_thought","LEAVE"
"11099","one",41766,139,11,789643,271,29,5,"unsat","very_high","considering","LEAVE"
"11102","zero",97307,48,77,378559,304,5,2,"very_unsat","very_high","considering","STAY"
"11115","one",96157,0,64,416337,385,28,6,"very_unsat","very_little","no","STAY"
"11118","zero",48722,188,0,711699,189,16,15,"very_sat","very_high","never_thought","LEAVE"
"11134","one",133496,163,11,166179,864,10,5,"avg","little","actively_looking_into_it","LEAVE"
"11136","one",132113,35,71,199876,451,3,2,"avg","little","never_thought","LEAVE"
"11149","one",35203,0,0,157019,196,1,8,"unsat","little","actively_looking_into_it","LEAVE"
"11155","one",86434,169,57,865878,333,0,2,"very_unsat","high","considering","STAY"
"11166","zero",153907,0,6,288659,809,1,6,"very_unsat","very_high","actively_looking_into_it","STAY"
"11168","one",40166,190,0,426470,188,4,6,"very_unsat","little","no","STAY"
"11170","one",123115,182,41,275469,811,20,2,"very_unsat","very_little","considering","LEAVE"
"11173","one",30138,175,0,535034,245,1,14,"unsat","very_little","considering","LEAVE"
"11174","one",107222,36,24,782936,879,3,6,"unsat","little","considering","LEAVE"
"11176","one",52064,0,65,883531,312,0,1,"very_unsat","very_little","never_thought","LEAVE"
"11180","zero",66329,243,20,225666,393,14,6,"unsat","very_little","actively_looking_into_it","LEAVE"
"11184","one",52129,0,15,640813,318,0,6,"very_sat","little","no","STAY"
"11191","one",142221,233,69,160194,847,10,1,"avg","little","considering","LEAVE"
"11200","one",105622,178,0,278281,434,18,13,"sat","very_high","actively_looking_into_it","LEAVE"
"11208","one",27911,238,20,601816,221,15,6,"very_unsat","little","considering","STAY"
"11212","one",23395,64,69,172696,234,1,1,"very_unsat","little","no","LEAVE"
"11219","one",72002,173,0,469111,256,27,5,"very_unsat","little","never_thought","LEAVE"
"11258","zero",85172,0,23,280263,375,1,1,"very_sat","little","never_thought","LEAVE"
"11265","zero",151182,52,84,856146,848,3,1,"very_unsat","very_high","no","STAY"
"11278","one",65766,165,0,258778,352,18,13,"very_unsat","very_little","considering","LEAVE"
"11280","zero",98958,89,0,643458,398,5,13,"avg","high","considering","LEAVE"
"11288","one",116299,0,18,218522,780,0,5,"very_sat","very_little","actively_looking_into_it","STAY"
"11294","zero",29314,199,63,548548,218,29,2,"very_sat","little","considering","LEAVE"
"11303","one",151313,85,0,253697,804,5,12,"very_sat","high","actively_looking_into_it","STAY"
"11309","one",31295,51,6,903804,207,0,5,"avg","little","never_thought","STAY"
"11310","one",69605,71,0,292979,602,4,8,"sat","very_little","considering","STAY"
"11311","one",44822,59,12,265067,160,3,5,"very_sat","very_little","actively_looking_into_it","STAY"
"11313","zero",36507,53,26,379453,201,27,1,"avg","avg","considering","STAY"
"11315","zero",41030,223,0,298146,225,29,8,"very_sat","very_little","no","LEAVE"
"11318","one",40939,190,79,686581,236,17,2,"unsat","little","considering","STAY"
"11329","one",104075,0,57,844829,480,0,2,"very_unsat","little","considering","LEAVE"
"11334","zero",122689,206,12,453981,655,28,6,"very_sat","very_high","considering","STAY"
"11345","one",55124,0,17,897743,317,0,6,"very_sat","very_little","considering","STAY"
"11350","one",146043,60,86,696305,454,5,5,"very_unsat","very_high","perhaps","LEAVE"
"11358","one",34543,209,81,588445,238,17,4,"very_unsat","little","considering","LEAVE"
"11360","zero",60984,189,0,614200,286,5,9,"avg","little","considering","STAY"
"11362","zero",34472,0,0,550816,228,0,8,"very_unsat","very_little","never_thought","LEAVE"
"11364","zero",24682,72,40,888109,241,5,1,"very_unsat","very_little","never_thought","STAY"
"11365","zero",43758,0,0,337487,322,1,12,"very_unsat","high","actively_looking_into_it","STAY"
"11366","one",41083,66,35,322151,215,3,1,"unsat","high","considering","LEAVE"
"11371","zero",137558,240,7,701460,684,27,5,"very_sat","very_high","considering","LEAVE"
"11376","zero",67111,54,20,300306,268,3,4,"unsat","very_high","never_thought","LEAVE"
"11377","zero",125021,0,5,323445,480,4,4,"very_sat","little","considering","STAY"
"11379","one",66977,0,24,184928,328,1,4,"very_unsat","very_little","considering","STAY"
"11382","one",63475,57,42,297728,282,3,2,"very_sat","very_little","considering","STAY"
"11390","one",49256,196,87,187382,231,15,1,"very_sat","little","never_thought","STAY"
"11394","zero",153323,0,5,277886,198,1,5,"very_unsat","very_high","perhaps","STAY"
"11396","zero",59775,258,56,552599,273,28,1,"unsat","very_high","considering","LEAVE"
"11406","zero",143453,57,0,886388,564,4,10,"unsat","very_high","actively_looking_into_it","LEAVE"
"11414","zero",41996,185,22,781366,147,28,6,"avg","little","considering","STAY"
"11418","zero",76194,81,13,954374,391,4,5,"very_unsat","little","no","LEAVE"
"11419","one",82815,48,52,436202,356,5,2,"very_sat","very_little","perhaps","STAY"
"11422","zero",42254,0,65,284282,168,1,2,"sat","little","no","STAY"
"11426","zero",131284,90,0,585436,524,5,13,"very_sat","little","no","LEAVE"
"11428","zero",57924,0,0,767493,396,0,12,"avg","little","never_thought","STAY"
"11431","one",29431,183,53,852774,210,29,2,"unsat","little","considering","LEAVE"
"11432","one",149898,153,15,367686,822,1,4,"very_unsat","little","actively_looking_into_it","LEAVE"
"11434","zero",67937,29,74,517702,353,5,2,"very_unsat","little","considering","LEAVE"
"11437","zero",36588,47,27,281994,158,4,2,"very_unsat","very_high","considering","STAY"
"11455","zero",23966,0,0,637888,221,0,13,"unsat","high","actively_looking_into_it","STAY"
"11464","zero",56693,74,32,590625,273,5,2,"unsat","little","no","LEAVE"
"11471","one",108207,0,0,788376,592,1,8,"very_sat","very_high","never_thought","STAY"
"11472","one",62157,53,14,811391,397,5,6,"very_unsat","little","considering","STAY"
"11504","zero",65868,0,74,400104,390,1,1,"unsat","very_high","considering","STAY"
"11516","zero",71645,219,44,550491,253,17,1,"very_sat","little","considering","LEAVE"
"11517","zero",27068,66,5,243765,209,3,5,"unsat","very_little","considering","LEAVE"
"11518","zero",59401,237,5,821817,267,10,5,"very_unsat","little","considering","STAY"
"11540","zero",86846,0,16,294300,335,1,5,"unsat","little","considering","STAY"
"11541","one",38253,158,51,650613,177,10,2,"very_sat","very_little","considering","STAY"
"11544","one",95267,0,0,936807,343,18,12,"very_unsat","very_high","considering","STAY"
"11545","zero",34273,0,0,211953,220,0,15,"very_unsat","high","perhaps","STAY"
"11546","zero",49624,171,0,980359,134,23,8,"very_unsat","very_high","considering","LEAVE"
"11552","one",103535,196,8,328348,592,23,6,"very_sat","little","considering","LEAVE"
"11555","zero",74203,174,35,269405,349,24,2,"very_sat","little","actively_looking_into_it","LEAVE"
"11557","zero",83753,0,0,923283,252,1,8,"very_sat","very_high","considering","STAY"
"11559","one",59230,182,84,759991,317,18,2,"very_sat","very_high","actively_looking_into_it","LEAVE"
"11562","one",46922,67,73,485821,422,3,1,"very_unsat","very_high","considering","LEAVE"
"11566","one",56391,38,17,654645,316,3,5,"very_unsat","very_little","perhaps","STAY"
"11573","one",116743,162,0,957371,644,27,12,"very_unsat","little","actively_looking_into_it","LEAVE"
"11582","zero",64860,46,24,582558,322,3,6,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"11583","zero",37074,79,0,240635,155,3,15,"very_unsat","little","never_thought","LEAVE"
"11584","zero",25489,184,0,918991,155,25,8,"very_sat","very_little","considering","STAY"
"11591","zero",117785,59,68,528071,355,1,2,"very_unsat","little","perhaps","LEAVE"
"11597","one",22532,52,0,178782,200,4,12,"very_unsat","little","considering","LEAVE"
"11609","zero",36310,0,8,288018,143,1,4,"very_sat","avg","considering","STAY"
"11620","zero",100602,0,0,734063,538,4,12,"sat","little","considering","STAY"
"11629","one",70025,0,0,558046,331,0,11,"very_sat","very_high","no","LEAVE"
"11636","zero",29052,0,85,458864,234,1,1,"very_sat","very_high","considering","STAY"
"11638","zero",45065,57,17,341130,164,4,4,"unsat","very_little","considering","STAY"
"11641","one",136563,196,0,366614,813,11,8,"very_sat","little","perhaps","LEAVE"
"11642","zero",77516,0,7,213432,262,5,6,"very_sat","little","never_thought","STAY"
"11645","one",64884,62,11,530568,393,4,4,"very_unsat","very_little","actively_looking_into_it","STAY"
"11651","one",37503,0,19,438227,556,1,5,"unsat","avg","no","LEAVE"
"11658","zero",40974,0,72,460192,157,1,9,"very_sat","very_high","considering","STAY"
"11662","one",33232,0,0,486772,132,1,9,"very_unsat","very_high","considering","LEAVE"
"11664","one",89126,209,0,510836,273,12,11,"unsat","very_high","actively_looking_into_it","LEAVE"
